,,,-00.000236800000,-2640.00000,
,,,-00.000236400000,-2640.00000,
,,,-00.000236000000,-2680.00000,
,,,-00.000235600000,-2600.00000,
,,,-00.000235200000,-2680.00000,
,,,-00.000234800000,-2640.00000,
,,,-00.000234400000,-2680.00000,
,,,-00.000234000000,-2640.00000,
,,,-00.000233600000,-2640.00000,
,,,-00.000233200000,-2640.00000,
,,,-00.000232800000,-2680.00000,
,,,-00.000232400000,-2680.00000,
,,,-00.000232000000,-2600.00000,
,,,-00.000231600000,-2680.00000,
,,,-00.000231200000,-2640.00000,
,,,-00.000230800000,-2680.00000,
,,,-00.000230400000,-2640.00000,
,,,-00.000230000000,-2640.00000,
,,,-00.000229600000,-2600.00000,
,,,-00.000229200000,-2640.00000,
,,,-00.000228800000,-2600.00000,
,,,-00.000228400000,-2640.00000,
,,,-00.000228000000,-2640.00000,
,,,-00.000227600000,-2600.00000,
,,,-00.000227200000,-2600.00000,
,,,-00.000226800000,-2600.00000,
,,,-00.000226400000,-2640.00000,
,,,-00.000226000000,-2560.00000,
,,,-00.000225600000,-2600.00000,
,,,-00.000225200000,-2600.00000,
,,,-00.000224800000,-2600.00000,
,,,-00.000224400000,-2640.00000,
,,,-00.000224000000,-2520.00000,
,,,-00.000223600000,-2600.00000,
,,,-00.000223200000,-2600.00000,
,,,-00.000222800000,-2600.00000,
,,,-00.000222400000,-2560.00000,
,,,-00.000222000000,-2640.00000,
,,,-00.000221600000,-2600.00000,
,,,-00.000221200000,-2640.00000,
,,,-00.000220800000,-2600.00000,
,,,-00.000220400000,-2560.00000,
,,,-00.000220000000,-2600.00000,
,,,-00.000219600000,-2600.00000,
,,,-00.000219200000,-2560.00000,
,,,-00.000218800000,-2600.00000,
,,,-00.000218400000,-2560.00000,
,,,-00.000218000000,-2560.00000,
,,,-00.000217600000,-2600.00000,
,,,-00.000217200000,-2560.00000,
,,,-00.000216800000,-2560.00000,
,,,-00.000216400000,-2600.00000,
,,,-00.000216000000,-2600.00000,
,,,-00.000215600000,-2600.00000,
,,,-00.000215200000,-2600.00000,
,,,-00.000214800000,-2560.00000,
,,,-00.000214400000,-2600.00000,
,,,-00.000214000000,-2560.00000,
,,,-00.000213600000,-2560.00000,
,,,-00.000213200000,-2520.00000,
,,,-00.000212800000,-2600.00000,
,,,-00.000212400000,-2480.00000,
,,,-00.000212000000,-2600.00000,
,,,-00.000211600000,-2560.00000,
,,,-00.000211200000,-2560.00000,
,,,-00.000210800000,-2560.00000,
,,,-00.000210400000,-2560.00000,
,,,-00.000210000000,-2560.00000,
,,,-00.000209600000,-2560.00000,
,,,-00.000209200000,-2520.00000,
,,,-00.000208800000,-2560.00000,
,,,-00.000208400000,-2520.00000,
,,,-00.000208000000,-2560.00000,
,,,-00.000207600000,-2520.00000,
,,,-00.000207200000,-2560.00000,
,,,-00.000206800000,-2520.00000,
,,,-00.000206400000,-2560.00000,
,,,-00.000206000000,-2520.00000,
,,,-00.000205600000,-2560.00000,
,,,-00.000205200000,-2520.00000,
,,,-00.000204800000,-2480.00000,
,,,-00.000204400000,-2520.00000,
