,,,21972.65624, -16.78431,
,,,23193.35936, -17.98431,
,,,24414.06248, -17.98431,
,,,25634.76560, -17.98431,
,,,26855.46872, -17.98431,
,,,28076.17184, -17.98431,
,,,29296.87496, -17.98431,
,,,30517.57808, -17.98431,
,,,31738.28120, -17.98431,
,,,32958.98432, -16.78431,
,,,34179.68744, -16.78431,
,,,35400.39056, -17.98431,
,,,36621.09368, -17.98431,
,,,37841.79680, -13.98431,
,,,39062.49992, -13.98431,
,,,40283.20304, -17.98431,
,,,41503.90616, -17.98431,
,,,42724.60928, -17.98431,
,,,43945.31240, -13.98431,
,,,45166.01552, -16.78431,
,,,46386.71864, -17.98431,
,,,47607.42176, -17.98431,
,,,48828.12488, -17.98431,
,,,50048.82800, -11.58431,
,,,51269.53112, -13.98431,
,,,52490.23424, -17.98431,
,,,53710.93736, -16.78431,
,,,54931.64048, -13.98431,
,,,56152.34360, -16.78431,
,,,57373.04672, -17.98431,
,,,58593.74984, -17.98431,
,,,59814.45296, -16.78431,
,,,61035.15608, -17.98431,
,,,62255.85920, -16.78431,
,,,63476.56232, -10.78431,
,,,64697.26544, -12.78431,
,,,65917.96856, -14.78431,
,,,67138.67168, -14.78431,
,,,68359.37480, -13.98431,
,,,69580.07792, -13.98431,
,,,70800.78104, -17.98431,
,,,72021.48416, -17.98431,
,,,73242.18728, -17.98431,
,,,74462.89040, -12.78431,
,,,75683.59352,  -9.98431,
,,,76904.29664, -17.98431,
,,,78124.99976, -17.98431,
,,,79345.70288, -16.78431,
,,,80566.40600, -14.78431,
,,,81787.10912, -13.98431,
,,,83007.81224, -10.78431,
,,,84228.51536, -16.78431,
,,,85449.21848, -16.78431,
,,,86669.92160, -14.38431,
,,,87890.62472, -16.78431,
,,,89111.32784, -17.98431,
,,,90332.03096, -17.98431,
,,,91552.73408, -14.38431,
,,,92773.43720, -17.98431,
,,,93994.14032, -17.98431,
,,,95214.84344, -16.78431,
,,,96435.54656, -17.98431,
